item	site	category	subcategory	description
Heysel Pick	Dark Souls 3 Wiki	Weapons	Hammers	Choice weapon of Yellowfinger Heysel, a Finger of Rosaria and xanthous scholar.<br><br>It`s both a weapon and sorcery staff. The gold specks are remnants of lost sorceries.<br><br>Skill: Steady Chant<br>For a short moment, boost the strength of sorceries.
Saint-tree Bellvine	Dark Souls 3 Wiki	Weapons	Chimes	Sacred chime for casting miracles of the Gods. A bellvine cut from a small saint-tree that has been meticulously tended to. <br><br>Saint-tree bellvines are customary in the far north, and allow for faster casting than ordinary sacred chimes. <br><br>Skill: Gentle Prayer <br>Recovers HP for a period of time, albeit extremely slowly. Works while equipped in either hand.
Old King's Great Hammer	Dark Souls 3 Wiki	Weapons	Great Hammers	Great Hammer of the Old Demon King.<br><br>This weapon has survived since old Izalith, and is imbued with remnants of the Chaos Flame.<br><br>Skill: Molten Perseverance<br>Anchor weapon in earth to temporarily boost poise, and use strong attack to repeatedly stab earth to trigger molten explosions.
Black Knight Sword	Dark Souls 3 Wiki	Weapons	Greatswords	Greatsword wielded by the Black Knights who wander the lands. Designed to face chaos demons.<br><br>The Black Knights constantly faced foes larger than themselves, and this sword's unique attack greatly reduces enemy poise.<br><br>Skill: Perseverance<br>Raise sword in the name of the First Lord to temporarily boost poise. Damage reduces while activated.
Brigand Twindaggers	Dark Souls 3 Wiki	Weapons	Daggers	These paired daggers are the preferred weapons of the brigands of a distant land. <br><br>When two-handed, the wielder holds a blade in each hand, allowing for divergent attacks that include left-handed moves. <br><br>Skill: Quickstep <br>Instantly step behind or around the side of foes. Especially effective when locked on to target.
Hand Axe	Dark Souls 3 Wiki	Weapons	Axes	A crude hand-axe that serves both as a weapon, and a tool of many uses.<br><br>Favored by pyromancers of the Great Swamp, this axe has a short range but only moderate weight, and reasonable damage. Easily wielded, and more powerful than it appears.<br><br>Skill: Warcry<br>Let out a spirited warcry that temporarily boosts attack.
Thrall Axe	Dark Souls 3 Wiki	Weapons	Axes	Small hand axe used by Lothric slaves. <br><br>A cunning weapon for a cunning lot, this axe is quick and deadly.<br><br>Skill: Quickstep<br>Instantly step behind or around the side of foes. Especially effective when locked on to target.
Executioner's Greatsword	Dark Souls 3 Wiki	Weapons	Greatswords	Greatsword of a debauched executioner used for beheadings. <br><br>This sword retains a keen memory of its executioner's duty, and absorbs FP from each fallen foe. <br><br>Skill: Stomp <br>Use one's weight to lunge forward with a low stance and increased poise, and follow with strong attack for a spinning slash.
Aquamarine Dagger	Dark Souls 3 Wiki	Weapons	Daggers	A dagger fitted with aquamarine crystal.<br><br>Engraved with a prayer in the old tongue to ward off incident. Perhaps it was a parting gift given to one sent off on great travels.
Pyromancy Flame	Dark Souls 3 Wiki	Weapons	Flames	Flame catalyst used by pyromancers. <br><br>Equip a pyromancy flame to utilize pyromancy. Pyromancies must be attuned at a bonfire before use.<br><br>Skill: Combustion<br>Creates a powerful flame in the wielder's hand. One of the most basic pyromancies, and for this very reason, the flame created is fierce. Works while equipped in either hand.
Gargoyle Flame Spear	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Stone torch spear wielded by gargoyles of the Profaned Capital.<br><br>The Profaned Flame, which never goes out, imbues this weapon with a fire attack.&nbsp;<br><br>Skill: Kindled Charge<br>Hold spear at waist and charge at foe, using the momentum to transition to a fiery strong attack.&nbsp;
Twin Princes' Greatsword	Dark Souls 3 Wiki	Weapons	Greatswords	Sword forged from the reunion of the inseparable swords born from the souls of Lothric and Lorian, the twin princes.<br><br>Their union is rooted in a curse, and perpetuated by grief.<br><br>Skill: Sacred Light and Flame<br>While in stance, use normal attack to cast Sacred Lothric Light, and strong attack to cast Flame of Lorian.&nbsp;
Dark Hand	Dark Souls 3 Wiki	Weapons	Fist & Claws	Weapon that allows its wielder to evoke an art unique to Londor, the land of the Hollow. It is also said to be an ancient relic of a Primordial Serpent.<br><br>The Dark Hand mercilessly saps the essence of its victims, and can also double as a special shield. Cannot be used two-handed.<br><br>Skill: Lifedrain<br>Embrace the victim and steal their HP. Can only be used against humans.&nbsp;
Claw	Dark Souls 3 Wiki	Weapons	Fist & Claws	Weapon favored by intelligencers of an eastern land. The lacerations it infllicts do not mend easily.<br><br>When two-handed, claws are equipped to each hand.<br><br>Skill: Leaping Slash<br>Perform a forward leaping slash at the opponent's head. When succesful, functions as a head shot, inflicting heavy damage.&nbsp;<br><br><br>
Man Serpent Hatchet	Dark Souls 3 Wiki	Weapons	Axes	Hatchet of the serpent men guarding Archdragon Peak.&nbsp;Has a unique, curved blade that can sneak past shields.<br><br>Skill: Warcry<br>Let out a spirited warcry that temporarily boosts attack, and pierce through shields to inflict direct damage.
Rotten Ghru Curved Sword	Dark Souls 3 Wiki	Weapons	Curved Swords	A crude, half-rotten curved sword.&nbsp;&nbsp;<br><br>Choice weapon of the blunt-horned Ghrus, descendants of the acolytes of Farron Keep.&nbsp;The rancid blade is drenched in rotten waste, making it acutely poisonous.<br><br>Skill: Spin Slash<br>Slice into foes with a large spinning motion, and continue spinning to transition into strong attack.
Broadsword	Dark Souls 3 Wiki	Weapons	Straight Swords	A straight sword with a broad blade designed for slashing.<br><br>A large sweeping attack makes this effective against crowds, but is prone to deflection from walls in narrow spaces.<br><br>Skill: Stance<br>While in stance, use normal attack to break a foe's guard from below, and strong attack to slash upwards with a forward lunge.
Onislayer Greatbow	Dark Souls 3 Wiki	Weapons	Greatbows	A unique greatbow handed down in an eastern land, where tales are told of its use in slaying giant horned oni.<br><br>Drawing a bow of this size takes time, and leaves the user vulnerable. Only specialized great arrows can be fired from the bow.<br><br>Skill: Puncturing Arrow<br>Masterfully fires off a great arrow that pierces through all enemies in its path, inflicting damage.
Witchtree Branch	Dark Souls 3 Wiki	Weapons	Staves	The branch of a large, well-tended witchtree, used as a sorcery catalyst.<br><br>Witchtree staves are customary in the far north, and allow for faster casting than ordinary catalysts.<br><br>Skill: Steady Chant<br>Boost the strength of sorceries for a very short period. Works while equipped in either hand.
Light Crossbow	Dark Souls 3 Wiki	Weapons	Crossbows	Standard crossbow wielded by common soldiers. Must be readied before firing.<br><br>Bolts must be equipped in order to use crossbows. Up to two kinds of bolt can be equipped at a time, and these can be switched between as necessary.<br><br>Skill: Tackle<br>Lunge into a shoulder tackle, pushing back enemies to create distance.
Zweihander	Dark Souls 3 Wiki	Weapons	Ultra Greatswords	Ultra greatsword with a large, long blade. Wielded with two hands, yet still requiring great strength due to its weight.&nbsp;<br><br>Execute powerful attacks that take advantage of its weight, or utilize its sharp blade in thrust attacks.<br><br>Skill: Stomp<br>Use one's weight to lunge forward with a low stance and increased poise, and follow with strong attack for an upward slash.
White Hair Talisman	Dark Souls 3 Wiki	Weapons	Talismans	Talisman made from a lock of white hair.<br><br>This lock of hair belonged to a deformed member of the chaos witches, mothers of the art of pyromancy. Fashioned into a talisman, it enables the wielder to cast both miracles and pyromancies.<br><br>Skill: Combustion<br>Creates a powerful flame in the wielder's hand. One of the most basic pyromancies, and for this reason, the flame created is fierce. Works while equipped in either hand.
Arbalest	Dark Souls 3 Wiki	Weapons	Crossbows	The largest crossbow, and suitably powerful for its size. <br><br>The bow string is made of metal, requiring great strength to fire. <br><br>Skill: Tackle <br>Lunge into a shoulder tackle pushing back enemies to create distance.
Dancer's Enchanted Swords	Dark Souls 3 Wiki	Weapons	Curved Swords	Paired enchanted swords that Pontiff Sulyvahn bestowed upon the Dancer of the Boreal Valley. These blades, symbollic of the Dancer's vows, are enchanted with dark magic in the right hand, and fire in the left, mirroring the Pontiff.<br><br>Skill: Dancer's Grace<br>Unleash the fury of both blades in a dancing spin motion and use strong attack to continue the performance until stamina is exhausted.&nbsp;
Sunlight Straight Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	Straight sword imbued with the strength of lightning.<br><br>This featureless long sword contains the very power of the sun. Perhaps is a relic of one-sided adoration.<br><br>Skill: Oath of Sunlight<br>Raise the sword aloft when praising the sun to boost attack and damage absorption for self and allies in vicinity. The warriors of sunlight are co-operators from an ancient age.&nbsp;<br><br>
Pike	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Long spear with a very long hilt. Designed for long-range thrusting. Has the longest range of the non-projectile weapons, but its very length makes it unwieldy in certain situations.<br><br>Skill: Charge<br>Hold spear at waist and charge at foe. Use strong attack while charging to extend distance.&nbsp;
Ringed Knight Paired Greatswords	Dark Souls 3 Wiki	Weapons	Ultra Greatswords	Paired black greatswords wielded by the Ringed Knights.<br>The arms of early men were forged in the Abyss, and betray a smidgen of life. For this the gods cast a seal of fire upon such weapons, and those who possessed them.
Lothric Knight Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	A well-crafted straight sword designed for thrusting attacks, wielded by the venerable Knights of Lothric. <br><br>The Knights of Lothric, with their drakes, once crushed anything that threatened their shores. Of course, that was a long, long time ago.<br><br>Skill: Stance<br>While in stance, use normal attack to break a foe's guard from below, and strong attack to slash upwards with a forward lunge.&nbsp;
Great Machete	Dark Souls 3 Wiki	Weapons	Greataxes	This giant machete has a slash attack, and is a worker's tool in the Undead Settlement.<br><br>This dismantling tool was not originally intended for use in battle.<br><br>Skill: Sharpen<br>Scrape the blade to sharpen and enable a cleaner cut.
Partizan	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Spear with blade attached to broad point. Long reach, and can be used with shield up. Attacks faster with shield down.<br><br>This weapon can utilize its blade for slicing attacks, and is generally adaptable to many situations, but in cramped quarters, its slices ricochet off walls.<br><br>Skill: Spin Sweep<br>Sweep foes in a large spinning motion, and utilize momentum to transition into an overhanded strong attack smash.
Yorshka's Spear	Dark Souls 3 Wiki	Weapons	Spears & Pikes	This treasure, gifted to the Yorshka Church, is enchanted with a soporific spell, and was surreptitiously worshiped by Irithyll slaves.&nbsp;<br><br>As a weapon, it is part spear and part hammer, the former allowing thrusting, and the latter allowing strikes.<br><br>Skill: Pacify<br><br>With a prayer and an offering of this spear, temporarily wear down enemy FP with each strike.
Sellsword Twinblades	Dark Souls 3 Wiki	Weapons	Curved Swords	Paired scimitars used by certain sellswords. The scimitars' sharp blades make for effective slashing attacks, but fare poorly against metal armor and tough scale-covered hides. <br><br>With a scimitar in each hand, the wielder can vary their onslaught with unique left-handed attacks when in the proper stance. <br><br>Skill: Spin Slash <br>Slice into foes with a large spinning motion, and continue spinning to transition into a strong attack
Fume Ultra Greatsword	Dark Souls 3 Wiki	Weapons	Ultra Greatswords	This twisted sword, the heaviest of all ultra greatswords, resembles black slate.<br><br>This weapon, said to belong to a traitor from long ago, was so heavy that it found no owner, and became a forgotten relic of history.<br><br>Skill: Stomp<br>Use one's weight to lunge forward with a low stance and increased poise, and follow with a crushing strong attack.
Cleric's Candlestick	Dark Souls 3 Wiki	Soul Transposition	Boss Soul Weapons	Candle stick used as both sword and catalyst. Used for worship by the Deacons of the Deep. <br><br>The deacons, under the guidance of Archdeacon McDonnell, became both Clergymen and sorcerers. <br><br>Skill: Guiding Light <br>A candle provides a temporary source of light which reveals additional guidance.
Bloodlust	Dark Souls 3 Wiki	Weapons	Katanas	Katana of the old Mound-maker.<br><br>The Mound-maker piled sacrifices upon the altar, but became the final offering himself, leaving this katana as a gift for his dear family.<br><br>Skill: Bloodlust<br>Stain blade with one’s own blood to temporarily grant uncanny sharpness. For one driven by bloodlust, nothing deserves to remain standing.
Ringed Knight Spear	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Black spear wielded by the Ringed Knights.<br>The arms of early men were forged in the Abyss, and betray a smidgen of life.
Parrying Dagger	Dark Souls 3 Wiki	Weapons	Daggers	Dagger with a greatly curved guard.<br><br>A dagger made especially for parrying which is usually equipped in one's left hand in place of a shield.<br><br>Skill: Parry<br>Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
Morne's Great Hammer	Dark Souls 3 Wiki	Weapons	Great Hammers	Greathammer bestowed upon Carim Knights who demonstrate outstanding strength and unwavering faith. Decorated by a ward of Carim Temple, and imbued with the twisted rage of Apostle Morne.<br><br>Skill: Morne's Rage<br>Stick weapon into earth and emit a powerful shockwave. Also, similar to Perseverance, temporarily boosts poise and reduces damage received.
Estoc	Dark Souls 3 Wiki	Weapons	Thrusting Swords	Large thrusting sword used for piercing through the armor of enemies. <br><br>The sharp edge of the sword's rock-solid blade can also be used in slashing attacks.<br><br>Skill:&nbsp;Lock onto your target and hit them in a large forward lunge to pierce through enemy shields&nbsp;and inflict staggering damage.
Whip	Dark Souls 3 Wiki	Weapons	Whips	A leather whip that was never intended for use in combat.<br><br>Of little use against armor and tough scales, but quite formidable against enemies with exposed skin.<br><br>Skill: Impact<br>Strike from the left to evade shields and deal a stinging blow that temporarily slows stamina recovery. The shackles of bondage lie deep in the hearts of all humankind.
Onikiri and Ubadachi	Dark Souls 3 Wiki	Weapons	Katanas	"The hunters known as the King's Black Hands wielded paired weapons. These belonged to Kamui, who looked after the prince.<br><br>Kamui brought Onikiri with him to the Undead Settlement, where he forged Ubadachi, and was finally prepared to join the ranks of the royal hunters.<br><br>Skill:&nbsp;Onislayer<br>Leap forward and slash mercilessly with both blades, cutting open foes."""
Claymore	Dark Souls 3 Wiki	Weapons	Greatswords	An unusually large and heavy greatsword normally wielded with two hands. <br><br>This highly versatile weapon can be swung broadly or thrusted. <br><br>Skill: Stance <br>While in stance, use normal attacks to break a foe's guard from below, and strong attack to slash upwards with a forward lunge.
Greatlance	Dark Souls 3 Wiki	Weapons	Spears & Pikes	This lance features a long pole, and was originally intended to be used by knights for jousting.<br><br>This weapon is primarily used in charging attacks, and would require tremendous strength and dexterity to be handled by a mere foot soldier.<br><br>Skill: Charge<br>Hold lance at waist and charge at foe. Use strong attack while charging to extend the length of the charge.&nbsp;
Harald Curved Greatsword	Dark Souls 3 Wiki	Weapons	Greatswords	Giant gold-decorated curved sword wielded by warriors of the Harald Legion, who sought the dark soul.
Dragonslayer Swordspear	Dark Souls 3 Wiki	Soul Transposition	Boss Soul Weapons	A dragon hunting weapon from the age of the gods. The earliest form of the cross spear, serving as both a sword and a spear.<br><br>Its owner was the Nameless King, a deific hunter of dragons. The swordspear is imbued with lightning, of which he was the heir.<br><br>Skill: Falling Bolt<br><br>Hold swordspear high in the air to summon fierce lightning that descends upon distant foes.&nbsp;
Rotten Ghru Dagger	Dark Souls 3 Wiki	Weapons	Daggers	A crude, half-rotten dagger.<br><br>Choice weapon of the blunt-horned Ghrus, descendants of the acolytes of Farron Keep.<br><br>The rancid blade is drenched in rotten waste, making it acutely poisonous.<br><br>Skill: Quickstep<br>Instantly step behind or around the side of foes. Especially effective when locked on to target.
Irithyll Straight Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	Straight sword bestowed upon the Outrider Knights of the Boreal Valley. This weapon is enshrouded in frost, and causes frostbite.<br><br>Every Outrider Knight one day devolves into a beast, constantly hounded by Pontiff Sulyvahn's black eyes.<br><br>Skill: Stance<br>While in stance, use normal attack to break a foe's guard from below, and strong attack to slash upwards with a forward lunge.
Izalith Staff	Dark Souls 3 Wiki	Weapons	Staves	Ancient catalyst of the Witch of Izalith and her daughters, used long before the dawn of chaos and of pyromancy.<br><br>With the birth of the Chaos Flame, the flame witches were at once both sorcerers and shamans. Faith adjusts the power of sorceries cast using this catalyst, and the staff also seems to boost the power of dark sorceries.<br><br>Skill: Steady Chant<br>Boost the strength of sorceries for a very short period. Works while equipped in either hand.
Pontiff Knight Great Scythe	Dark Souls 3 Wiki	Weapons	Reapers	Great scythe wielded by the Pontiff's knights, frigid spirits that linger in Irithyll. <br><br>The large blade appears to be eaten away by insects, making it lightweight but also brittle.<br><br>Skill: Frost<br>Create a bone-chilling frost with each swing of the great scythe that causes a temporary frost effect.
Composite Bow	Dark Souls 3 Wiki	Weapons	Bows	Composite short bow emphasizing power. Its size allows for quick shots.<br><br>Though more powerful than standard bows, it also requires more strength of the user, and its range is short.<br><br>Skill: Rapid Fire<br>Swiftly nocks arrows with finesse after drawing the bow, allowing for consecutive shots.
Great Wooden Hammer	Dark Souls 3 Wiki	Weapons	Great Hammers	This giant wooden hammer is a worker's tool in the Undead Settlement. Intended to grind flesh and bone to prepare for burial, rather than use in battle.<br><br>Skill: Spin Bash<br>Bash foes with a large spinning motion. and utilize momentum to transition into an overhanded strong attack smash.
Shotel	Dark Souls 3 Wiki	Weapons	Curved Swords	Broadly curved sword known as the favored weapon of the tragic Embraced Knight. <br><br>Shaped to sneak around the defenses of shields, this sword requires ample dexterity to wield effectively. <br><br>Skill: Spin Slash <br>Slice into foes with a large spinning motion, and follow with strong attack for a spinning vertical-slash.
Lothric Knight Long Spear	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Long spear wielded by the proud Lothric Knights. Designed for long-range thrusting.&nbsp;&nbsp;<br>Lothric spear knights are known for their steadfastness, and this spear boosts the poise of its wielder.<br><br>Skill: Charge&nbsp;&nbsp;<br>Hold spear at waist and charge at foe. Use strong attack while charging to extend the length of the charge
Firelink Greatsword	Dark Souls 3 Wiki	Soul Transposition	Boss Soul Weapons	The Lords of Cinder linked the First Flame, and this Greatsword was wielded by their deific manifestation. This coiled sword, found thrust in the bonfire, existed long before the throneless lords themselves.<br><br>Skill: Ember<br>The fading flame momentarily illuminates and launches itself forward.
Scimitar	Dark Souls 3 Wiki	Weapons	Curved Swords	Small curved sword that excels in swift movements and consecutive attacks.<br><br>The scimitar's flesh-rending slash atacks are greatly compromised against armor and tough scale-covered hides.<br><br>Skill: Spin Slash<br>Slice into foes with a large spinning motion, and follow with strong attack for a spinning vertical-slash.
Canvas Talisman	Dark Souls 3 Wiki	Weapons	Talismans	Medium for casting miracles of the Gods. Canvas talismans are austere items carried by heralds.<br><br>Equip a talisman or a sacred chime to cast miracles. Miracles must be attuned at a bonfire before use.<br><br>Skill: Unfaltering Prayer<br>Temporarily increase poise while casting miracles, preventing enemy attacks from interrupting prayer. Works while equipped in either hand.
Frayed Blade	Dark Souls 3 Wiki	Weapons	Katanas	A dragon weapon symbolizing Darkeater Midir.
Sunless Talisman	Dark Souls 3 Wiki	Weapons	Talismans	Talisman given to the knights of the Sunless Realm, who serve the nameless moon.<br><br>Scales with intelligence, which is rare for a miracle catalyst, but makes it compatible with Dark. In this Sunless Realm, this fact is related first as an initial warning.<br><br>Skill: Unfaltering Prayer<br>Temporarily increases poise while casting miracles, preventing enemy attacks from interrupting prayer. Works while equipped in either hand.
Ricard's Rapier	Dark Souls 3 Wiki	Weapons	Thrusting Swords	A strikingly decorative rapier of an Undead prince spoken of in ancient stories.<br><br>Although many of the tales surrounding the prince are questionable, this thrusting weapon suggests that the stories of his graceful technique were in fact true.<br><br>Skill: Ricard's Lunge and Press<br>Assume a quick stance, lunge forward, and execute a stunning chain attack. Sustain offensive with strong attack.&nbsp;
Court Sorcerer's Staff	Dark Souls 3 Wiki	Weapons	Staves	Catalyst used by the court sorcerers of the Profaned Capital. Very powerful when wielded by an exceptionally intelligent sorcerer.<br><br>The court sorcerers laid claim to the legacy of the renowned Big Hat Logan, going so far as to emulate him with copies of the staff he used.<br><br>Skill: Steady Chant<br>Boost the strength of sorceries for a very short period. Works while equipped in either hand.
Lothric War Banner	Dark Souls 3 Wiki	Weapons	Spears & Pikes	The flagpole that once carried the Lothric crest, and guided the knights long ago.
Golden Ritual Spear	Dark Souls 3 Wiki	Weapons	Spears & Pikes	A ritual spear presented to Darkmoon Knights before Sulyvahn claimed the title of Pontiff.<br><br>Can also be used as a staff. Sorceries cast using this weapon channel the wielder's faith.<br><br>Skill: Steady Chant<br>Boost the strength of sorceries for a very short period.&nbsp;
Exile Greatsword	Dark Souls 3 Wiki	Weapons	Curved Greatswords	Bloodstained greatsword wielded by one of the Watchdogs of Farron, who preside over the slumber of fallen warriors. The blade is a reminder of the exile's past misdeeds.<br><br>Inhuman&nbsp;strength is required to wield this heaviest of curved greatswords.<br><br>Skill: Spin Slash<br>Slice into foes with a large spinning motion, and continue spinning to transition into a strong attack.
Millwood Greatbow	Dark Souls 3 Wiki	Weapons	Ashes of Ariandel Weapons	Greatbow crafted with black oak and wielded by Millwood Knights. Only specialized great arrows can be fired from the bow.
Demon's Greataxe	Dark Souls 3 Wiki	Weapons	Greataxes	This greataxe, a favorite among demons, contains the strength of fire. The demons, born of Chaos, harbor fire, and yet they are twisted and malformed, such that they were never meant to be.<br><br>Skill: Demonic Flare<br>Briefly cause flame to flare, and smash it upon earth and foes.&nbsp;<br><br><br><br>
Priest's Chime	Dark Souls 3 Wiki	Weapons	Chimes	Sacred chime for casting miracles of the Gods, of the type given to Lothric priests. To cast a miracle, the caster learns a tale of the Gods, and says a prayer to be blessed by its revelations. The faith of the supplicant affects the strength of the miracle.<br><br>Skill: Gentle Prayer<br>Recovers HP for a period of time, albeit extremely slowly. Works while equipped in either hand.<br><br>
Darkmoon Longbow	Dark Souls 3 Wiki	Weapons	Bows	Longbow of Darkmoon Gwyndolin, who was gradually devoured by Aldrich.This golden bow is imbued with powerful magic and is most impressive with Moonlight Arrows.<br><br>Skill: Darkmoon Arrow<br>Infuse a readied arrow with Darkmoon essence, granting it magic damage and the ability to pierce shields.
Carthus Curved Greatsword	Dark Souls 3 Wiki	Weapons	Curved Greatswords	Large curved sword wielded by swordsmen of Carthus.<br><br>The lightest of the curved greatswords. Crafted to cause bleeding.<br><br>Skill: Spin Slash<br>Slice into foes with a large spinning motion, and continue spinning to transition into strong attack.
Drang Hammers	Dark Souls 3 Wiki	Weapons	Hammers	Paired hammers of the Drang Knights, descendants from the land known for the legend of the Linking of the Fire.<br><br>When the Drang Knights disbanded, they scattered across the lands as sellswords. They quickly became known for shieldless, aggressive tactics that struck fear in the hearts of men.<br><br>Skill: Spin Bash<br>Bash foes with a large spinning motion, and utilize momentum to transition into an overhanded strong attack smash.
Follower Javelin	Dark Souls 3 Wiki	Weapons	Ashes of Ariandel Weapons	Light spear wielded by the Farron Followers. Balanced to allow for throwing.
Dragonslayer's Axe	Dark Souls 3 Wiki	Weapons	Axes	Axe favored by Creighton the Wanderer, infamous deserter of the Knights of Mirrah.<br><br>Called Dragonslayer's Axe for the lightning that pulsates within its blade, but Creighton used it to slay men.<br><br>Skill: Warcry<br>Let out a spirited warcry that temporarily boosts attack, and pierce through shields to inflict direct damage.
Caestus	Dark Souls 3 Wiki	Weapons	Fist & Claws	A fistfighter's weapon made from thick straps of leather studded with iron rivets.<br><br>When two-handed, caesti are equipped in each hand.<br><br>Skill: Perseverance<br>Cross arms in front of the body to temporarily boost poise. Damage reduced while activated.
